"Gene","Clinically_Sig"
"ANXA13",0
"RNF139",0
"ZNF572",0
"SQLE",0
"GSDMC",0
"KCNQ3",1
"ST3GAL1",0
"AGO2",1
"PTK2",0
"GML",0
"GSDMD",0
"TIGD5",0
"MAPK15",0
"PUF60",1
"NRBP2",0
"GPAA1",1
"SHARPIN",0
"MAF1",0
"MROH1",0
"HSF1",0
"MFSD3",0
"ZNF34",0
"ZNF7",0
"FGF20",0
"ZDHHC2",0
"CLN8",1
"PSD3",0
"INTS10",0
"ATP6V1B2",1
"LZTS1",0
"POLR3D",0
"EGR3",0
"TNFRSF10A",0
"CHMP7",0
"ADAMDEC1",0
"KCTD9",0
"STMN4",0
"CHRNA2",0
"PBK",0
"FZD3",1
"EXTL3",1
"DUSP4",0
"TUBBP1",0
"UBXN8",0
"GOT1L1",0
"STAR",1
"BAG4",0
"WHSC1L1",0
"C8orf4",0
"KAT6A",1
"SMIM19",0
"CHRNB3",0
"FNTA",0
"TDRP",0
"NPBWR1",0
"ATP6V1H",0
"MOS",0
"SDR16C5",0
"FAM110B",0
"TOX",0
"ASPH",1
"MCPH1",1
"YTHDF3",0
"PDE7A",0
"VCPIP1",0
"MCMDC2",1
"CSPP1",1
"TRAM1",0
"MSC",0
"DEFB107A",0
"SGK223",0
"CHMP4C",0
"CLDN23",0
"CA3",0
"FAM92A1",1
"RBM12B",0
"PDP1",0
"GEM",0
"PTDSS1",0
"RPL30",0
"TSTD2",0
"XPA",1
"GALNT12",0
"ZNF189",0
"OR13C9",0
"ACTL7B",0
"ACTL7A",1
"CTNNAL1",0
"C9orf84",1
"HSDL2",0
"FKBP15",0
"PRPF4",0
"POLE3",0
"AMBP",0
"TNFSF8",0
"PSMD5",0
"CNTRL",0
"MORN5",0
"LHX6",0
"OR1L1",0
"OR1L4",0
"OR1L6",0
"PDCL",0
"ZBTB26",0
"STRBP",0
"NR5A1",1
"ARPC5L",0
"RABEPK",0
"HSPA5",0
"LURAP1L",1
"FAM129B",0
"TTC16",0
"ENG",1
"CIZ1",0
"SLC27A4",1
"ZER1",0
"SH3GLB2",0
"DOLPP1",0
"C9orf50",0
"NTMT1",0
"TOR1A",1
"C9orf78",0
"FUBP3",0
"PPAPDC3",0
"POMT1",1
"DDX31",0
"TSC1",1
"GFI1B",1
"CELP",0
"GBGT1",0
"SURF4",0
"ADAMTS13",1
"BRD3",0
"WDR5",0
"PAEP",0
"CARD9",1
"LCN10",0
"LCN8",0
"LCN15",0
"C9orf172",0
"FBXW5",0
"C9orf139",0
"NPDC1",0
"TPRN",1
"EXD3",0
"CBWD1",0
"PLIN2",0
"PTPLAD2",0
"IFNA14",0
"IFNA6",0
"MIR31HG",0
"MTAP",0
"CDKN2B",0
"VLDLR",1
"PLAA",1
"LRRC19",0
"KCNV2",1
"EQTN",0
"ACO1",0
"TOPORS",0
"APTX",0
"UBE2R2",0
"DCAF12",0
"KIAA1161",0
"KIAA1045",0
"FANCG",1
"UNC13B",0
"FAM166B",0
"CD72",0
"SIT1",0
"CCDC107",0
"TPM2",1
"CREB3",0
"SPAG8",0
"HINT2",0
"OR13J1",0
"ZBTB5",0
"TRMT10B",0
"ANKRD20A2",0
"PPAPDC2",0
"CD274",0
"PGM5P2",0
"ANKRD20A4",0
"KDM4C",0
"FAM189A2",0
"APBA1",0
"PTAR1",0
"MAMDC2",0
"ALDH1A1",0
"NMRK1",0
"OSTF1",0
"RFK",0
"CEP78",1
"HNRNPK",1
"NAA35",0
"GOLM1",0
"CTSL3P",0
"RP13.60M5.2",0
"SPTLC1",1
"ASPN",0
"ECM2",0
"FAM120A",0
"FBP1",1
"FANCC",1
"HABP4",0
"ZNF510",0
"NUTM2G",0
"CSTF2",0
"TRMT2B",0
"TMEM35",0
"TAF7L",0
"NXF5",0
"TCEAL5",0
"BEX2",0
"RAB40A",0
"TCEAL3",0
"IL1RAPL2",0
"TBC1D8B",1
"CLDN2",0
"TEX13B",0
"ACSL4",1
"CHRDL1",1
"PAK3",1
"HCCS",1
"HTR2C",0
"LRCH2",0
"LUZP4",0
"IL13RA1",0
"SEPT6",0
"RPL39",0
"ZBTB33",0
"TMEM255A",0
"MCTS1",0
"C1GALT1C1",1
"CT47B1",0
"FRMPD4",0
"SMARCA1",1
"ELF4",0
"RBMX2",0
"TMSB4X",0
"HS6ST2",0
"GPC4",0
"FAM122B",0
"ZNF449",0
"VGLL1",0
"SPANXC",0
"TMEM257",0
"MAGEA6",0
"PNMA3",0
"ZFP92",0
"TREX2",0
"PNCK",0
"ABCD1",1
"NAA10",1
"PIGA",1
"LAGE3",0
"DKC1",0
"VBP1",0
"BMX",0
"CA5B",0
"ZRSR2",0
"TXLNG",0
"RBBP7",0
"RS1",1
"GPR64",1
"YY2",0
"ZNF645",0
"GTPBP6",0
"CXorf58",0
"ZFX",1
"XG",0
"ARSF",0
"CXorf38",0
"MED14",0
"NYX",0
"MAOB",0
"NDP",1
"EFHC2",0
"CHST7",0
"CDK16",0
"ZNF182",0
"ZNF630",0
"SSX4B",0
"TBC1D25",0
"CCDC22",0
"GSPT2",0
"SPANXN5",0
"XAGE3",0
"GPR173",0
"GNL3L",0
"PFKFB1",0
"ALAS2",1
"UBQLN2",0
"ZC4H2",1
"ZC3H12B",0
"LAS1L",1
"VSIG4",0
"EFNB1",1
"IGBP1",0
"DGAT2L6",0
"ARR3",1
"ACRC",0
"RGAG4",0
"PHKA1",1
"STS",1
"PBDC1",0
"MIR325",0
"CYSLTR1",0
"CYLC1",0
"APOOL",0
"FAM9B",0
"TBL1X",0
"NUTM2A",0
"LACTB",0
"RNPEP",0
"ZAR1",0
"SOX4",0
"XKR9",0
"CCDC120",0
"DCLRE1A",0
"SCN3B",1
"PLEKHA5",0
"IGHV3OR15.7",0
"CAMKK1",0
"GNG5",0
"PRRT3",0
"SCUBE3",1
"ZC3HAV1L",0
"HNRNPH3",0
"PDE6C",1
"RNF26",0
"CHRM4",0
"IGHD",0
"WDR73",0
"C16orf54",0
"FAM211A",0
"AATK",0
"FBXO15",0
"NPHS1",1
"DEDD2",0
"LPPR3",0
"DNAJC16",0
"BLZF1",0
"NOC2L",0
"NDUFV3",0
"NCAPH2",0
"RPL23AP82",0
"ASAP2",0
"BCL6",0
"FBXL17",0
"SIRT5",0
"CSNK2B.LY6G5B.1181",1
"MICALL2",0
"ACER2",0
"C12orf40",0
"CLECL1",0
"NUDT15",0
"SGPP2",0
"OPN1MW",0
"IL26",0
"RALGAPA2",0
"TMEM17",0
"CYP1A2",0
"C16orf3",0
"PAK4",0
"PPDPF",0
"KRTAP22.1",0
"RNF148",0
"TEX40",0
"RP11.603J24.9",0
"USHBP1",0
"LILRA6",0
"NPL",0
"Z95704.2",0
"ALX1",0
"MBNL1",0
"CCDC158",0
"RPL36A.HNRNPH2",0
"AMER2",0
"CLEC14A",0
"DNM1P47",0
"WFDC1",0
"FAM129C",0
"MST1L",0
"GPR82",0
"MAGIX",0
"SLC35C1",0
"TSPAN11",0
"MFSD5",0
"IRF9",0
"FGF7",0
"TEKT5",0
"LSMD1",0
"ZBTB7C",0
"FAM19A4",0
"GCNT4",0
"CDK19",1
"ACOT9",0
"PABPC5",0
"RP11.196E1.3",0
"KBTBD4",0
"KLRC1",0
"WNT1",1
"TNPO2",1
"C19orf35",0
"TNFSF9",0
"DUSP18",0
"CLDN4",0
"MMP27",0
"MAP2K3",0
"SLC44A2",0
"TIMM44",0
"DARS",0
"IRF1",1
"NHLRC3",0
"CYP11B1",1
"OR8G5",0
"CSNK1D",0
"OLFM2",0
"C7orf66",0
"PTPDC1",0
"OR10A6",0
"CD63",0
"PCCA",1
"GRTP1",0
"CMA1",0
"WDR81",1
"TAGLN2",0
"ZBTB17",0
"ZNF619",0
"VARS",1
"AC010203.1",0
"CDH24",0
"IGFALS",0
"TMEM69",0
"SNAI2",0
"SAMD8",0
"NRAS",1
"H3F3A",1
"TRIM14",0
"CDC42BPG",0
"MIR380",0
"IGHV1.24",0
"RAD51B",0
"SMURF2",0
"ENDOV",0
"CGB2",0
"KCNS3",0
"RELL2",0
"SRRM3",0
"TMEM130",0
"TIMM8A",0
"CRLF2",0
"SSX5",0
"WAS",1
"PRICKLE3",0
"KRT73",0
"IGHV3.66",0
"UBTF",0
"ADAMTSL5",0
"FDPS",0
"IGKV1D.12",0
"MAPK10",0
"FAXC",0
"LRRC18",0
"CLP1",0
"CBLB",1
"GCM2",1
"CLEC9A",0
"ZNF205",0
"RTDR1",0
"HNMT",1
"QTRTD1",0
"C4B",0
"CRISP1",0
"RECK",0
"TNFAIP2",0
"SORD",0
"PRDX6",0
"ZNF639",0
"LARS2",1
"BEX1",0
"H1FNT",0
"ZNF48",0
"JAK3",1
"GABPB2",0
"CRTC2",0
"ADARB1",1
"MLC1",1
"UBE2E1",0
"RGS17",0
"OGDH",1
"URM1",0
"ADAMTS14",0
"IL18BP",0
"OR10A7",0
"CCNB1IP1",0
"GCHFR",0
"MFGE8",0
"SHMT1",0
"ACBD4",0
"SLC25A42",0
"PSENEN",0
"HENMT1",0
"SLC1A7",0
"MYCN",1
"FZD7",0
"MRAS",0
"ORM2",0
"PNMA5",0
"C11orf42",0
"NCR3",0
"SH2D2A",0
"FPGT.TNNI3K",0
"HIST1H4L",0
"OR2F1",0
"EIF5AL1",0
"MORC2",1
"CLIP2",0
"CFL1P1",0
"KRTAP4.7",0
"FBXO39",0
"MFNG",0
"FAM19A1",0
"NDST1",1
"FOXO4",0
"IL2RG",1
"WDR11",1
"TGM7",0
"LILRA3",0
"PRKAB2",0
"CCDC181",0
"DESI2",0
"C1orf122",0
"SH3BGR",0
"ARHGAP8",0
"RDH14",0
"UGT1A4",0
"CALM2",0
"CCDC104",0
"HIST1H1E",1
"HIST1H2BK",0
"TMEM14A",0
"EIF3B",0
"NDUFAF6",0
"TCP11L1",0
"PPIB",1
"EPOR",0
"NBPF10",0
"GPR1",0
"ZNF192P1",0
"C6orf57",0
"AVPR2",1
"RILPL1",0
"PDE6H",0
"METTL7A",0
"C15orf54",0
"ZNF281",0
"RPA2",0
"CLDN19",1
"RAB3B",0
"ZNF74",0
"SMC6",0
"ARL4C",0
"ILKAP",0
"RMND5A",0
"HYAL1",0
"PROK2",0
"GCM1",0
"TRBV9",0
"FASTK",0
"NDUFB8",1
"HABP2",0
"C10orf82",0
"FAM204A",0
"FAM45A",0
"PRDX3",1
"DHTKD1",0
"C1QL3",0
"EPC1",0
"TMEM26",0
"SIRT1",0
"VDAC2",0
"GHITM",0
"LIPJ",0
"TBC1D12",0
"YAP1",0
"RP11.21L19.1",0
"SERGEF",0
"IMMP1L",0
"AGBL2",0
"OR51B6",0
"PRPF19",0
"FADS1",0
"RPS6KA4",0
"C11orf85",0
"PC",1
"AIP",1
"ARRB1",0
"CYB5R2",0
"TMEM126A",1
"SMCO4",0
"ALKBH2",0
"PRKAB1",0
"FAM101A",0
"STX2",0
"DDX51",0
"C12orf36",0
"AEBP2",0
"ERGIC2",0
"DHH",1
"RBMS2",0
"ATN1",0
"GLIPR1L1",0
"GALNT4",0
"BTG1",0
"TMCO3",0
"WBP4",0
"GTF2F2",0
"SUCLA2",1
"RNASEH2B",0
"SCEL",0
"SLC15A1",0
"SNORD114.2",0
"SNORD114.30",0
"RCOR1",0
"TRAV1.1",0
"TTC9",0
"ENTPD5",0
"PROX2",0
"SEL1L",0
"BDKRB1",0
"SLC30A4",0
"SPG21",1
"CALML4",0
"GLCE",0
"BCL2A1",0
"HOMER2",0
"MRPL46",0
"RMI2",0
"ITFG1",0
"ZNF500",0
"USB1",0
"CKLF",0
"ELMO3",0
"CTCF",1
"CHST4",0
"C16orf46",0
"TOM1L2",0
"LGALS9C",0
"TBC1D28",0
"PHF12",0
"ATAD5",0
"RNF135",0
"OR1A2",0
"RDM1",0
"IFI35",0
"LSM12",0
"C17orf104",0
"KPNB1",0
"ZNF594",0
"PCTP",0
"GDPD1",0
"PTRH2",0
"C17orf49",0
"GPRC5C",0
"NT5C",0
"SPEM1",0
"TSEN54",1
"WRAP53",0
"SYNGR2",0
"CBX4",0
"TIMM22",0
"ZNF519",0
"C18orf21",0
"MBD2",0
"ICAM1",0
"DAZAP1",0
"ASF1B",0
"DDX39A",0
"F2RL3",0
"KIAA1683",0
"PGPEP1",0
"ISYNA1",0
"UQCRFS1",1
"S1PR4",0
"ZNF565",0
"ZNF529",0
"CD3EAP",0
"PRRG2",0
"MIR519D",0
"ZNF329",0
"MCOLN1",0
"ZNF812",0
"FAM212B",0
"PTPN22",0
"NPPA",0
"PDPN",0
"LIX1L",0
"SETDB1",0
"LCE4A",0
"FCRL1",0
"OR6K2",0
"KCNJ9",0
"FMO4",0
"SUCO",0
"RFWD2",0
"BTG2",0
"MFSD4",0
"MUL1",0
"CDA",0
"WDR26",0
"MRPL55",0
"SYNC",0
"RRAGC",0
"ELOVL1",0
"SLC6A9",0
"RPS8",0
"TMEM61",0
"ALG6",1
"ACOT7",0
"ANKRD13C",0
"ENO1",0
"MACROD2",0
"ZNF133",0
"POLR3F",0
"FOXA2",0
"NXT1",0
"DNTTIP1",0
"CD40",0
"SPATA2",0
"OGFR",0
"MIS18A",0
"IFNAR2",1
"MCM3AP",1
"IGLV9.49",0
"ADORA2A",0
"CHEK2",1
"THOC5",0
"CACNG2",0
"FBLN7",0
"TTL",0
"POLR1B",0
"LIMS2",0
"GORASP2",0
"NABP1",0
"WDR12",0
"C2orf43",0
"KANSL1L",0
"PRLH",0
"BRE",0
"MEMO1",0
"ERLEC1",1
"RSAD2",0
"RTKN",0
"LBX2",0
"TMEM45A",0
"SENP7",0
"ATG7",0
"FAM131A",0
"XXYLT1",0
"KLHL18",0
"FBXW12",0
"HEMK1",0
"TKT",0
"SYNPR",0
"THOC7",0
"RAD18",0
"IL17RC",0
"SLC39A8",0
"CASP6",0
"AP1AR",0
"SLC25A31",0
"CPEB2",0
"PDGFC",0
"LCORL",0
"TRAPPC11",1
"IRF2",0
"CASP3",0
"LRP2BP",0
"POLN",0
"NIPAL1",0
"WFS1",1
"CCNG2",0
"AFF1",0
"SPARCL1",0
"COMMD10",0
"HSPA9",0
"ZMAT2",0
"CCDC69",0
"UBTD2",0
"AGXT2",0
"C5orf51",0
"ADAMTS6",0
"SREK1",0
"SLC30A5",0
"CCNB1",0
"FCHO2",0
"PAPD4",0
"RWDD1",0
"ECHDC1",0
"VNN1",0
"GFOD1",0
"IYD",1
"TMEM181",0
"MAP3K4",0
"ZSCAN9",0
"TUBB",0
"RXRB",0
"GUCA1A",1
"TMEM63B",0
"CENPQ",0
"PGM3",1
"ST7",0
"XRCC2",1
"SP4",0
"RP9P",0
"SEPT7",0
"AIMP2",0
"STAG3L4",0
"RPA3",0
"TMEM243",0
"ATP5J2.PTCD1",0
"GPC2",0
"PVRIG",0
"EIF3E",0
"ENY2",0
"NEIL2",0
"SLC7A2",0
"XPO7",0
"RBPMS",0
"FUT10",0
"ASH2L",0
"PPAPDC1B",0
"PLEKHA2",0
"DKK4",0
"GDAP1",1
"WWP1",0
"RIPK2",0
"C8orf47",0
"NCBP1",0
"LPPR1",0
"FRRS1L",0
"LRRC37A5P",0
"UGCG",0
"C9orf43",0
"RABGAP1",0
"REXO4",0
"KLHL9",0
"C9orf72",0
"CHMP5",0
"KIF24",0
"VCP",1
"ERMP1",0
"MLANA",0
"PHF2",0
"TCEAL7",0
"FAM199X",0
"ZCCHC12",0
"SLC25A5",0
"ATXN3L",0
"TAZ",1
"ASMTL",0
"TMEM27",0
"AP1S2",1
"SYAP1",0
"CLCN5",1
"TNMD",0
"SHC4",0
"ATIC",0
"SMCO1",0
"UGDH",1
"TRUB2",0
"HELLS",1
"CD3D",1
"EEF1G",0
"AQP2",1
"RNASE7",0
"SNORD115.19",0
"HDDC3",0
"POLDIP2",0
"SARS",0
"LAMTOR5",0
"UBE2Q1",0
"EPHX1",0
"PHC2",0
"ERI3",0
"FGF12",1
"MMAA",1
"PDLIM3",0
"OR12D3",0
"TAPBP",0
"DEPTOR",0
"SLC20A2",1
"PENK",0
"PLEKHF2",0
"CETN2",0
"APOO",0
"C10orf62",0
"ATF4P4",0
"MIR655",0
"CDH5",0
"RASL10B",0
"BST2",0
"GRIN2D",1
"E2F2",0
"SLC23A3",0
"ASB18",0
"GRK7",0
"GLO1",0
"SUPT3H",0
"ENTPD4",0
"FAM78A",0
"AFAP1L2",0
"CALML5",0
"PLA2G12B",0
"ST8SIA1",0
"SNORD114.31",0
"RAB2B",0
"CWC25",0
"MYL4",1
"ZNF232",0
"TBX2",0
"GGA3",0
"ATP1B2",0
"USP36",0
"ATP5A1",0
"POLR2I",0
"MIR519B",0
"GSTM5",0
"ESPNP",0
"DEFB126",0
"GNAS",1
"GCA",0
"CERS6",0
"LGALSL",0
"SLCO2A1",1
"LSM3",0
"RARRES1",0
"IL12A",0
"FNDC9",0
"ZKSCAN8",0
"CCZ1B",0
"MROH6",0
"SLC6A8",1
"APEX2",0
"CCDC64",0
"KRT85",0
"BFAR",0
"NUDT7",0
"SPHK2",0
"FZD5",0
"LRRFIP1",0
"IQCJ.SCHIP1",0
"GRPEL2",0
"TRIM56",0
"SCRIB",0
"LMO3",0
"C15orf41",0
"VSTM1",0
"RP11.480I12.7",0
"DCDC2B",0
"RGS19",0
"POLDIP3",0
"STAMBP",1
"LINC00691",0
"LINC00696",0
"BTN2A1",0
"TMEM106B",0
"TMEM176A",0
"AK3",0
"HPSE2",0
"MRPS31P5",0
"MT4",0
"TLDC1",0
"CASC3",0
"GYG1",1
"CLPTM1L",0
"EDIL3",0
"HBD",1
"CAMK2A",1
"HOXA9",0
"EIF4EBP1",0
"FNBP1",0
"ARMC4P1",0
"PSMC3",0
"SH2B3",0
"BRI3BP",0
"HNRNPA1",0
"RFXAP",1
"HSP90AA1",0
"TPPP2",0
"MSRB1",0
"NPPB",0
"FNDC5",0
"PDXP",0
"EGR1",0
"ERVFRD.1",0
"RPF2",0
"TNFAIP3",0
"CAGE1",0
"GNB2",1
"TERF1",0
"RALGDS",0
"RP11.139J15.7",0
"DNAJC9",0
"PAPD5",0
"PSMC5",0
"PAFAH1B3",0
"RUNX1",1
"HOXD12",0
"FAM161A",1
"SEC61A1",1
"TSPAN13",0
"MED22",0
"HNRNPF",0
"DTX1",0
"MIR496",0
"C19orf55",0
"SAE1",0
"CCM2L",0
"GALNT16",0
"SPAST",1
"POLD3",0
"WHAMM",0
"SLC7A6OS",0
"OR7G3",0
"NBPF3",0
"OR4F5",0
"PCDHGA12",0
"RIC8B",0
"DUXA",0
"LEPREL1",1
"SHISA5",0
"SLC25A32",0
"NOC4L",0
"IGHV3.74",0
"NCMAP",0
"TRIM13",0
"ARHGEF18",1
"PHF5A",0
"ORAI2",0
"PRDM12",0
"OR10G2",0
"SBK2",0
"LECT1",0
"NPIPA1",0
"MAD2L2",0
"LYPLA2",0
"ING5",0
"CLDN12",0
"BEND7",0
"BRAP",0
"WIBG",0
"PSMD7",0
"WDR45B",1
"CHIAP2",0
"PDCL3",0
"IL18R1",0
"RPS3A",0
"DIABLO",0
"RBM26",0
"RHPN2",0
"ITCH",1
"SLC2A12",0
"C6orf25",0
"SNX16",0
"EMC6",0
"PLEKHM1P",0
"PCYT2",0
"GHRH",0
"GABRR2",0
"GATA6",1
"METTL24",0
"IRF4",1
"NFKBIE",0
"BRAT1",1
"GPN3",0
"ADAL",0
"KRTAP4.3",0
"UBQLN4",0
"TASP1",0
"SNAI1",0
"PLGLB2",0
"SLC22A4",0
"LGALS9B",0
"APITD1",0
"TRMT6",0
"CHCHD10",0
"DAOA",0
"ENGASE",0
"NBPF16",0
"C2CD2",0
"BOLA3",0
"AHCYL2",0
"HNF4G",0
"RNFT1",0
"UBL5",0
"IL2RB",0
"UPK3A",0
"NFIL3",0
"USP9Y",0
"PAPSS2",1
"RNF141",0
"PTHLH",1
"MUCL1",0
"RPS4XP16",0
"RNASE1",0
"FSIP1",0
"PDCD7",0
"CRISPLD2",0
"RNF125",0
"DKKL1",0
"MNDA",0
"GPR37L1",0
"NUDC",0
"CECR7",0
"SDF2L1",0
"DESI1",0
"IL20RB",0
"SNX25",0
"STIM2",0
"HIST1H2AJ",0
"NUDCD3",0
"DMTN",0
"GSN",0
"FAM122A",0
"PTF1A",1
"C10orf53",0
"MS4A13",0
"DNAJC4",0
"ASIC1",0
"AKAP5",0
"SNORD116.14",0
"GPR176",0
"CTSH",0
"NGRN",0
"POLR3E",0
"MIR138.2",0
"HERPUD1",0
"PMM2",1
"FOXN1",1
"SUZ12",0
"MED24",0
"PLEKHH3",0
"SLC38A10",0
"ZBTB14",0
"ARRDC2",0
"AHCYL1",0
"DAP3",0
"UFC1",0
"C1orf123",0
"PARVG",0
"SLC5A6",1
"CCT4",0
"GGCX",1
"ZFYVE20",1
"LRRC34",0
"THRB",1
"PTPN23",1
"C3orf62",0
"EOGT",1
"PPA2",0
"NBPF22P",0
"TCP10",0
"RPL10A",0
"ZBED6CL",0
"COA1",0
"TMEM248",0
"ZNF706",0
"TNFRSF11B",1
"INTS8",0
"SLC28A3",0
"NKRF",0
"ASAH2",0
"MRPL16",0
"GSPT1",0
"MAPK3",1
"PGAP3",1
"CCDC11",1
"CASP14",0
"CROCCP3",0
"NKAIN4",0
"TOP3B",0
"NCF4",0
"CYS1",0
"CHDH",0
"MTFR2",0
"RENBP",0
"PDSS1",0
"DDIT4",0
"VDR",1
"KIAA2013",0
"TMEM74B",0
"GGTLC2",0
"C6orf1",0
"APOA1",1
"TRAPPC4",0
"PNPLA2",1
"ANP32D",0
"PDX1",0
"SNW1",0
"TEKT3",0
"NLK",0
"ATXN7L2",0
"PSMA7",0
"BMP2",1
"HIST1H2BI",0
"POP7",0
"OR2A7",0
"SUGT1P3",0
"NDUFB1",0
"TSPAN16",0
"ZNRF3",1
"OXSR1",0
"LYZL1",0
"FAS",1
"GLMN",0
"TRAF1",0
"OR2D2",0
"FAM63B",0
"PPAN",0
"TUBA4B",0
"HBS1L",0
"LPAR2",0
"CAMSAP3",0
"PHF19",0
"C10orf11",0
"OOSP2",0
"FIBP",0
"ZC3H10",0
"PCID2",0
"KANSL1",1
"NDUFV2",1
"RALY",0
"HLA.DPA1",0
"FAM122C",0
"CASP7",0
"PAOX",0
"LYZL2",0
"CCNYL2",0
"AP000619.5",0
"ORAOV1",0
"NEU3",0
"SSH1",0
"POP5",0
"HIST4H4",0
"WNT5B",0
"LTBR",0
"VAMP1",0
"ZFYVE21",0
"PARP2",0
"BCL2L2",0
"CPNE6",0
"DCAF4",0
"ELMSAN1",0
"IVD",1
"TTC23",0
"SEPHS2",0
"ORAI3",0
"SLFN13",0
"ETV4",0
"WSCD1",0
"FAM20A",1
"ALOX12",0
"TMEM205",0
"MED26",0
"DIRAS1",0
"ZNF540",0
"ZNF781",0
"HIPK4",0
"PIH1D1",0
"MIR371A",0
"KISS1",0
"SDCCAG8",1
"TPRG1L",0
"RPL22",0
"SLC2A5",0
"ACSS1",0
"RPN2",0
"SNRPD3",0
"ATF4",0
"TUBGCP6",1
"ARSA",1
"ASB1",0
"SUPT7L",0
"IRAK2",0
"C3orf27",0
"NR2C2",0
"IL1RAP",0
"PCDHB17",0
"RNF14",0
"MIR143",0
"CCNJL",0
"TBC1D22B",0
"PXDC1",0
"XPO5",0
"ACHE",0
"ASB15",0
"ITGB8",0
"SNX8",0
"FDFT1",0
"SCARA5",0
"GDF6",0
"STX17",0
"ST6GALNAC6",0
"GTF3C5",0
"GPSM1",0
"ENTPD8",0
"ARMCX1",0
"SAAL1",0
"SSRP1",0
"AP000721.4",0
"C1QL4",0
"GJB2",1
"RPA1",0
"ZNF564",0
"IFNL3",0
"DFFA",0
"SLC22A13",0
"PCDHAC2",0
"TPPP",0
"PGRMC1",1
"FHL1",0
"PUS3",1
"TMEM258",0
"ABCD4",1
"NDN",0
"KRTAP9.4",0
"NDEL1",0
"FSTL3",0
"CERS4",0
"OR14C36",0
"EPHX4",0
"RAB33B",0
"CARTPT",0
"SLC38A1",0
"RIMKLA",0
"CCBL2",0
"SMR3B",0
"BTNL8",0
"TAS2R40",0
"MTERFD1",0
"AACS",0
"RASSF8",0
"TGFB3",1
"TACO1",0
"POU2F1",0
"ALPL",1
"FAAH",0
"C2orf48",0
"EXOSC8",0
"SNORD114.25",0
"IFI27",0
"UBBP4",0
"A3GALT2",0
"MRGBP",0
"MCAT",0
"GPR35",0
"MTCP1",0
"CCDC113",0
"GMCL1",0
"DNAJC19",0
"ARHGEF9",1
"RP3.368A4.5",0
"OR6B3",0
"MIR548I2",0
"IRGQ",0
"PRAMEF13",0
"RORC",1
"PPP1CB",1
"HTRA2",1
"RPL14",0
"CCR2",0
"HLA.DQB2",0
"OR6W1P",0
"SFRP1",0
"RNF183",0
"IQSEC2",1
"OR7C1",0
"CLDN8",0
"TTC30A",0
"MKRN2",0
"PMS2P3",0
"SNCG",0
"LRRN4CL",0
"TMEM117",0
"RARG",0
"RLBP1",1
"RHBDF1",0
"FAM134C",0
"C1QBP",0
"CPT1C",1
"MYADM",0
"PDXK",0
"RPL7",0
"TOR1B",0
"PDIA3",0
"KRTAP19.5",0
"KRTAP10.12",0
"ZNF655",0
"DOLK",0
"TCEAL4",0
"ATP1B4",0
"CFP",1
"GOT1",0
"RP11.65L19.4",0
"CMTM8",0
"OR8A1",0
"OR52I1",0
"OR52H1",0
"MEP1B",0
"MISP",0
"GRHL1",0
"IGKJ1",0
"HLA.DQA2",0
"USP20",0
"LHX1",0
"CNPY4",0
"FBXL22",0
"SPNS2",0
"ZSCAN30",0
"HAUS8",0
"REEP1",1
"C3orf33",0
"NQO2",0
"TNFRSF21",0
"ACTB",1
"ESYT1",0
"SLC24A1",1
"ZNF785",0
"CAV3",0
"NECAP2",0
"NUDT16",0
"FKBP9",0
"POLR2J4",0
"MTUS1",0
"ZNF275",0
"YIPF6",0
"ACAD8",1
"PYCR1",1
"ZNF358",0
"FAM131C",0
"EIF4E1B",0
"ZKSCAN7",0
"HEY2",0
"ZNF322",0
"FOXB2",0
"TMEM87A",0
"TUBGCP4",1
"C16orf58",0
"KAT7",0
"ATF6",1
"OPRD1",0
"FHL3",0
"UQCR10",0
"ZDHHC23",0
"COL26A1",0
"RAP2C",0
"FAM155B",0
"C11orf52",0
"CELF1",0
"TALDO1",1
"SNORD115.42",0
"HDGFRP3",0
"PDPK1",0
"TEFM",0
"SRP68",0
"NR2C2AP",0
"RING1",0
"FAM133B",0
"CHRAC1",0
"GYG2",0
"GFRA1",1
"FEN1",0
"THSD1",0
"VWA9",0
"SCAMP2",0
"ZNF200",0
"GLIS2",0
"PLA2G15",0
"B4GALNT2",0
"TBCE",1
"SEC14L3",0
"ASPRV1",0
"PROM1",1
"EIF4EBP3",0
"YIPF5",0
"TRBV6.8",0
"VSIG1",0
"ENTPD7",0
"ZNF420",0
"C1orf216",0
"C1orf109",0
"HYAL3",0
"TUSC2",0
"C4orf36",0
"KLHL31",0
"PLP1",1
"RELA",0
"RBM14.RBM4",0
"MGP",0
"CACNB3",0
"CMTM2",0
"PSMB6",0
"CNN1",0
"IER2",0
"THOP1",0
"PCSK9",1
"PPAP2B",0
"TMPRSS3",1
"PTTG1IP",0
"IGLV10.54",0
"RPIA",0
"ZNHIT1",0
"ZNF277",0
"TFDP3",0
"SLC10A3",0
"FAM19A2",0
"NR4A2",1
"FOXL2",1
"TFDP2",0
"PPP3CA",1
"MYC",1
"RP11.693N9.2",0
"OR51I2",0
"RARRES3",0
"GSX1",0
"SLC39A11",0
"MAP1LC3C",0
"ARMCX5",0
"SAP18",0
"COCH",0
"SYCE1",0
"LINC00933",0
"SMYD4",0
"ITGA2B",1
"ZNF799",0
"EMR4P",0
"KCNA3",1
"SLC22A15",0
"GMEB2",0
"ALMS1P",0
